The following values were not passed to `accelerate launch` and had defaults used instead:
	`--num_processes` was set to a value of `2`
		More than one GPU was found, enabling multi-GPU training.
		If this was unintended please pass in `--num_processes=1`.
	`--num_machines` was set to a value of `1`
	`--mixed_precision` was set to a value of `'no'`
	`--dynamo_backend` was set to a value of `'no'`
To avoid this warning pass in values for each of the problematic parameters or run `accelerate config`.
Detected kernel version 4.4.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
Namespace(config_path='config.json', tokenizer_path='tokenizer.model', size='small', train_mode='mixed', use_augment=False, qa_ratio=4.0, batch_size=4, accum_iter=12, weight_decay=0.1, lr=0.001, min_lr=0.0001, warmup_iters=1000, lr_decay_iters=80000, epochs=50, seed=0, output_dir='output/', print_freq=50, valid_freq=1)
  0%|          | 0/50 [00:00<?, ?it/s]/home/haoyu_wang/anaconda3/envs/accelerate/lib/python3.11/site-packages/torch/_utils.py:776: UserWarning: TypedStorage is deprecated. It will be removed in the future and UntypedStorage will be the only storage class. This should only matter to you if you are using storages directly.  To access UntypedStorage directly, use tensor.untyped_storage() instead of tensor.storage()
  return self.fget.__get__(instance, owner)()
LlamaForCausalLM(
  (model): LlamaModel(
    (embed_tokens): Embedding(32000, 768)
    (layers): ModuleList(
      (0-11): 12 x LlamaDecoderLayer(
        (self_attn): LlamaAttention(
          (q_proj): Linear(in_features=768, out_features=768, bias=False)
          (k_proj): Linear(in_features=768, out_features=768, bias=False)
          (v_proj): Linear(in_features=768, out_features=768, bias=False)
          (o_proj): Linear(in_features=768, out_features=768, bias=False)
          (rotary_emb): LlamaRotaryEmbedding()
        )
        (mlp): LlamaMLP(
          (gate_proj): Linear(in_features=768, out_features=11008, bias=False)
          (up_proj): Linear(in_features=768, out_features=11008, bias=False)
          (down_proj): Linear(in_features=11008, out_features=768, bias=False)
          (act_fn): SiLU()
        )
        (input_layernorm): LlamaRMSNorm((768,), eps=1e-06)
        (post_attention_layernorm): LlamaRMSNorm((768,), eps=1e-06)
      )
    )
    (norm): LlamaRMSNorm((768,), eps=1e-06)
    (rotary_emb): LlamaRotaryEmbedding()
  )
  (lm_head): Linear(in_features=768, out_features=32000, bias=False)
)
AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-06
    foreach: None
    fused: None
    lr: 0.001
    maximize: False
    weight_decay: 0.0

Parameter Group 1
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    differentiable: False
    eps: 1e-06
    foreach: None
    fused: None
    lr: 0.001
    maximize: False
    weight_decay: 0.1
)
  0%|          | 0/50 [00:00<?, ?it/s]/home/haoyu_wang/anaconda3/envs/accelerate/lib/python3.11/site-packages/torch/_utils.py:776: UserWarning: TypedStorage is deprecated. It will be removed in the future and UntypedStorage will be the only storage class. This should only matter to you if you are using storages directly.  To access UntypedStorage directly, use tensor.untyped_storage() instead of tensor.storage()
  return self.fget.__get__(instance, owner)()
  2%|▏         | 1/50 [00:01<01:27,  1.79s/it]  2%|▏         | 1/50 [00:01<01:21,  1.67s/it]  4%|▍         | 2/50 [00:03<01:33,  1.94s/it]  4%|▍         | 2/50 [00:03<01:26,  1.80s/it]  6%|▌         | 3/50 [00:05<01:29,  1.90s/it]  6%|▌         | 3/50 [00:05<01:34,  2.01s/it]  8%|▊         | 4/50 [00:07<01:31,  1.99s/it]  8%|▊         | 4/50 [00:08<01:36,  2.11s/it] 10%|█         | 5/50 [00:09<01:34,  2.10s/it] 10%|█         | 5/50 [00:10<01:39,  2.21s/it] 12%|█▏        | 6/50 [00:12<01:38,  2.23s/it] 12%|█▏        | 6/50 [00:13<01:42,  2.32s/it] 14%|█▍        | 7/50 [00:15<01:40,  2.34s/it] 14%|█▍        | 7/50 [00:15<01:44,  2.43s/it] 16%|█▌        | 8/50 [00:17<01:42,  2.43s/it] 16%|█▌        | 8/50 [00:18<01:49,  2.62s/it] 18%|█▊        | 9/50 [00:20<01:44,  2.54s/it] 18%|█▊        | 9/50 [00:21<01:53,  2.76s/it] 20%|██        | 10/50 [00:23<01:46,  2.66s/it] 20%|██        | 10/50 [00:24<01:54,  2.87s/it] 22%|██▏       | 11/50 [00:26<01:48,  2.77s/it] 22%|██▏       | 11/50 [00:28<01:56,  2.97s/it] 24%|██▍       | 12/50 [00:29<01:49,  2.89s/it] 24%|██▍       | 12/50 [00:31<01:57,  3.10s/it] 26%|██▌       | 13/50 [00:32<01:52,  3.03s/it] 26%|██▌       | 13/50 [00:35<01:59,  3.24s/it] 28%|██▊       | 14/50 [00:36<01:53,  3.15s/it] 28%|██▊       | 14/50 [00:38<02:00,  3.36s/it] 30%|███       | 15/50 [00:39<01:55,  3.29s/it] 30%|███       | 15/50 [00:42<02:01,  3.47s/it] 32%|███▏      | 16/50 [00:43<01:55,  3.40s/it] 32%|███▏      | 16/50 [00:46<02:02,  3.59s/it] 34%|███▍      | 17/50 [00:47<01:56,  3.53s/it] 34%|███▍      | 17/50 [00:50<02:03,  3.74s/it] 36%|███▌      | 18/50 [00:51<01:55,  3.62s/it] 36%|███▌      | 18/50 [00:54<02:03,  3.87s/it] 38%|███▊      | 19/50 [00:55<01:55,  3.73s/it] 38%|███▊      | 19/50 [00:58<02:03,  3.98s/it] 40%|████      | 20/50 [00:59<01:56,  3.88s/it] 40%|████      | 20/50 [01:03<02:03,  4.11s/it] 42%|████▏     | 21/50 [01:03<01:56,  4.02s/it] 42%|████▏     | 21/50 [01:07<02:03,  4.25s/it] 44%|████▍     | 22/50 [01:08<01:56,  4.15s/it] 44%|████▍     | 22/50 [01:12<02:03,  4.39s/it] 46%|████▌     | 23/50 [01:12<01:56,  4.30s/it] 46%|████▌     | 23/50 [01:17<02:02,  4.52s/it] 48%|████▊     | 24/50 [01:17<01:55,  4.42s/it] 48%|████▊     | 24/50 [01:22<02:01,  4.66s/it] 50%|█████     | 25/50 [01:22<01:53,  4.55s/it] 50%|█████     | 25/50 [01:27<01:59,  4.80s/it] 52%|█████▏    | 26/50 [01:27<01:51,  4.66s/it] 52%|█████▏    | 26/50 [01:32<01:57,  4.92s/it] 54%|█████▍    | 27/50 [01:32<01:50,  4.78s/it] 54%|█████▍    | 27/50 [01:37<01:55,  5.02s/it] 56%|█████▌    | 28/50 [01:37<01:47,  4.91s/it] 58%|█████▊    | 29/50 [01:42<01:45,  5.01s/it] 56%|█████▌    | 28/50 [01:43<01:53,  5.16s/it] 60%|██████    | 30/50 [01:48<01:43,  5.20s/it] 58%|█████▊    | 29/50 [01:49<01:51,  5.30s/it] 62%|██████▏   | 31/50 [01:54<01:41,  5.33s/it] 60%|██████    | 30/50 [01:54<01:48,  5.44s/it] 64%|██████▍   | 32/50 [01:59<01:37,  5.44s/it] 62%|██████▏   | 31/50 [02:00<01:45,  5.56s/it] 66%|██████▌   | 33/50 [02:05<01:34,  5.56s/it] 64%|██████▍   | 32/50 [02:06<01:43,  5.77s/it] 68%|██████▊   | 34/50 [02:12<01:32,  5.81s/it] 66%|██████▌   | 33/50 [02:13<01:39,  5.87s/it] 70%|███████   | 35/50 [02:18<01:28,  5.92s/it] 68%|██████▊   | 34/50 [02:19<01:35,  5.97s/it] 72%|███████▏  | 36/50 [02:24<01:24,  6.04s/it] 70%|███████   | 35/50 [02:25<01:31,  6.08s/it] 74%|███████▍  | 37/50 [02:31<01:19,  6.15s/it] 72%|███████▏  | 36/50 [02:32<01:26,  6.21s/it] 76%|███████▌  | 38/50 [02:37<01:15,  6.28s/it] 74%|███████▍  | 37/50 [02:38<01:22,  6.38s/it] 78%|███████▊  | 39/50 [02:44<01:11,  6.47s/it] 76%|███████▌  | 38/50 [02:45<01:17,  6.48s/it] 80%|████████  | 40/50 [02:51<01:06,  6.63s/it] 78%|███████▊  | 39/50 [02:52<01:12,  6.62s/it] 82%|████████▏ | 41/50 [02:58<01:00,  6.75s/it] 80%|████████  | 40/50 [02:59<01:07,  6.77s/it] 84%|████████▍ | 42/50 [03:05<00:54,  6.85s/it] 82%|████████▏ | 41/50 [03:06<01:02,  6.94s/it] 86%|████████▌ | 43/50 [03:12<00:48,  6.95s/it] 84%|████████▍ | 42/50 [03:14<00:56,  7.04s/it] 88%|████████▊ | 44/50 [03:20<00:42,  7.06s/it] 86%|████████▌ | 43/50 [03:22<00:51,  7.31s/it] 90%|█████████ | 45/50 [03:27<00:35,  7.16s/it] 88%|████████▊ | 44/50 [03:29<00:44,  7.37s/it] 92%|█████████▏| 46/50 [03:35<00:29,  7.38s/it] 90%|█████████ | 45/50 [03:37<00:37,  7.49s/it] 94%|█████████▍| 47/50 [03:43<00:22,  7.50s/it] 92%|█████████▏| 46/50 [03:45<00:30,  7.58s/it] 96%|█████████▌| 48/50 [03:51<00:15,  7.60s/it] 94%|█████████▍| 47/50 [03:53<00:23,  7.77s/it] 98%|█████████▊| 49/50 [03:58<00:07,  7.69s/it] 96%|█████████▌| 48/50 [04:01<00:15,  7.84s/it]100%|██████████| 50/50 [04:08<00:00,  8.10s/it]100%|██████████| 50/50 [04:08<00:00,  4.96s/it]
 98%|█████████▊| 49/50 [04:09<00:07,  7.96s/it]100%|██████████| 50/50 [04:17<00:00,  8.05s/it]100%|██████████| 50/50 [04:17<00:00,  5.16s/it]
Loaded training examples torch.Size([5751000, 512])
Start training
Train Epoch[0], Iter[49/57510]	 Loss: 0.7336	 MaxEqual: 0.0768	 LR: 0.000048
Train Epoch[0], Iter[99/57510]	 Loss: 0.6779	 MaxEqual: 0.0866	 LR: 0.000096
Train Epoch[0], Iter[149/57510]	 Loss: 0.6512	 MaxEqual: 0.0856	 LR: 0.000144
Train Epoch[0], Iter[199/57510]	 Loss: 0.6430	 MaxEqual: 0.1159	 LR: 0.000192
Train Epoch[0], Iter[249/57510]	 Loss: 0.6176	 MaxEqual: 0.1859	 LR: 0.000240
Train Epoch[0], Iter[299/57510]	 Loss: 0.5042	 MaxEqual: 0.2901	 LR: 0.000288
Train Epoch[0], Iter[349/57510]	 Loss: 0.4546	 MaxEqual: 0.3263	 LR: 0.000348
Train Epoch[0], Iter[399/57510]	 Loss: 0.4162	 MaxEqual: 0.3567	 LR: 0.000396
Train Epoch[0], Iter[449/57510]	 Loss: 0.3209	 MaxEqual: 0.4731	 LR: 0.000444
Train Epoch[0], Iter[499/57510]	 Loss: 0.3734	 MaxEqual: 0.3708	 LR: 0.000492
Train Epoch[0], Iter[549/57510]	 Loss: 0.3637	 MaxEqual: 0.3880	 LR: 0.000540
Train Epoch[0], Iter[599/57510]	 Loss: 0.3365	 MaxEqual: 0.3958	 LR: 0.000588
Train Epoch[0], Iter[649/57510]	 Loss: 0.3174	 MaxEqual: 0.4051	 LR: 0.000648
Train Epoch[0], Iter[699/57510]	 Loss: 0.4771	 MaxEqual: 0.1835	 LR: 0.000696
Train Epoch[0], Iter[749/57510]	 Loss: 0.2155	 MaxEqual: 0.5734	 LR: 0.000744
Train Epoch[0], Iter[799/57510]	 Loss: 0.2811	 MaxEqual: 0.4795	 LR: 0.000792
Train Epoch[0], Iter[849/57510]	 Loss: 0.2788	 MaxEqual: 0.4834	 LR: 0.000840
Train Epoch[0], Iter[899/57510]	 Loss: 0.1731	 MaxEqual: 0.6223	 LR: 0.000888
Train Epoch[0], Iter[949/57510]	 Loss: 0.2515	 MaxEqual: 0.5078	 LR: 0.000948
Train Epoch[0], Iter[999/57510]	 Loss: 0.2377	 MaxEqual: 0.5225	 LR: 0.000996
Train Epoch[0], Iter[1049/57510]	 Loss: 0.1439	 MaxEqual: 0.6659	 LR: 0.001000
Train Epoch[0], Iter[1099/57510]	 Loss: 0.1399	 MaxEqual: 0.6619	 LR: 0.001000
Train Epoch[0], Iter[1149/57510]	 Loss: 0.3282	 MaxEqual: 0.3537	 LR: 0.001000
Train Epoch[0], Iter[1199/57510]	 Loss: 0.1909	 MaxEqual: 0.5739	 LR: 0.001000
Train Epoch[0], Iter[1249/57510]	 Loss: 0.1772	 MaxEqual: 0.6023	 LR: 0.001000
Train Epoch[0], Iter[1299/57510]	 Loss: 0.1779	 MaxEqual: 0.6091	 LR: 0.001000
Train Epoch[0], Iter[1349/57510]	 Loss: 0.1151	 MaxEqual: 0.7074	 LR: 0.001000
Train Epoch[0], Iter[1399/57510]	 Loss: 0.1720	 MaxEqual: 0.6003	 LR: 0.001000
Train Epoch[0], Iter[1449/57510]	 Loss: 0.1194	 MaxEqual: 0.6962	 LR: 0.001000
Train Epoch[0], Iter[1499/57510]	 Loss: 0.2161	 MaxEqual: 0.5254	 LR: 0.001000
Train Epoch[0], Iter[1549/57510]	 Loss: 0.1139	 MaxEqual: 0.7089	 LR: 0.001000
Train Epoch[0], Iter[1599/57510]	 Loss: 0.1523	 MaxEqual: 0.6336	 LR: 0.001000
Train Epoch[0], Iter[1649/57510]	 Loss: 0.1555	 MaxEqual: 0.6262	 LR: 0.001000
Train Epoch[0], Iter[1699/57510]	 Loss: 0.1939	 MaxEqual: 0.5372	 LR: 0.001000
Train Epoch[0], Iter[1749/57510]	 Loss: 0.1512	 MaxEqual: 0.6375	 LR: 0.001000
Train Epoch[0], Iter[1799/57510]	 Loss: 0.1448	 MaxEqual: 0.6375	 LR: 0.001000
Train Epoch[0], Iter[1849/57510]	 Loss: 0.1432	 MaxEqual: 0.6512	 LR: 0.001000
Train Epoch[0], Iter[1899/57510]	 Loss: 0.1124	 MaxEqual: 0.7094	 LR: 0.001000
Train Epoch[0], Iter[1949/57510]	 Loss: 0.1059	 MaxEqual: 0.7162	 LR: 0.001000
Train Epoch[0], Iter[1999/57510]	 Loss: 0.1088	 MaxEqual: 0.7030	 LR: 0.001000
Train Epoch[0], Iter[2049/57510]	 Loss: 0.1372	 MaxEqual: 0.6624	 LR: 0.001000
Train Epoch[0], Iter[2099/57510]	 Loss: 0.1368	 MaxEqual: 0.6566	 LR: 0.001000
Train Epoch[0], Iter[2149/57510]	 Loss: 0.1023	 MaxEqual: 0.7456	 LR: 0.001000
Train Epoch[0], Iter[2199/57510]	 Loss: 0.1097	 MaxEqual: 0.7285	 LR: 0.000999
Train Epoch[0], Iter[2249/57510]	 Loss: 0.1061	 MaxEqual: 0.7211	 LR: 0.000999
Train Epoch[0], Iter[2299/57510]	 Loss: 0.1689	 MaxEqual: 0.5729	 LR: 0.000999
Train Epoch[0], Iter[2349/57510]	 Loss: 0.1389	 MaxEqual: 0.6394	 LR: 0.000999
Train Epoch[0], Iter[2399/57510]	 Loss: 0.1723	 MaxEqual: 0.5685	 LR: 0.000999
Train Epoch[0], Iter[2449/57510]	 Loss: 0.1005	 MaxEqual: 0.7319	 LR: 0.000999
Train Epoch[0], Iter[2499/57510]	 Loss: 0.1031	 MaxEqual: 0.7290	 LR: 0.000999
Train Epoch[0], Iter[2549/57510]	 Loss: 0.1609	 MaxEqual: 0.5822	 LR: 0.000999
Train Epoch[0], Iter[2599/57510]	 Loss: 0.1272	 MaxEqual: 0.6673	 LR: 0.000999
Train Epoch[0], Iter[2649/57510]	 Loss: 0.1001	 MaxEqual: 0.7314	 LR: 0.000999
Train Epoch[0], Iter[2699/57510]	 Loss: 0.1017	 MaxEqual: 0.7299	 LR: 0.000999
Train Epoch[0], Iter[2749/57510]	 Loss: 0.0984	 MaxEqual: 0.7387	 LR: 0.000999
Train Epoch[0], Iter[2799/57510]	 Loss: 0.1251	 MaxEqual: 0.6502	 LR: 0.000999
Train Epoch[0], Iter[2849/57510]	 Loss: 0.1352	 MaxEqual: 0.6580	 LR: 0.000999
Train Epoch[0], Iter[2899/57510]	 Loss: 0.1573	 MaxEqual: 0.5739	 LR: 0.000999
Train Epoch[0], Iter[2949/57510]	 Loss: 0.1455	 MaxEqual: 0.6155	 LR: 0.000999
Train Epoch[0], Iter[2999/57510]	 Loss: 0.1011	 MaxEqual: 0.7221	 LR: 0.000999
Train Epoch[0], Iter[3049/57510]	 Loss: 0.0988	 MaxEqual: 0.7348	 LR: 0.000999
Train Epoch[0], Iter[3099/57510]	 Loss: 0.1243	 MaxEqual: 0.6722	 LR: 0.000998
Train Epoch[0], Iter[3149/57510]	 Loss: 0.1513	 MaxEqual: 0.6076	 LR: 0.000998
Train Epoch[0], Iter[3199/57510]	 Loss: 0.1240	 MaxEqual: 0.6668	 LR: 0.000998
Train Epoch[0], Iter[3249/57510]	 Loss: 0.0991	 MaxEqual: 0.7319	 LR: 0.000998
Train Epoch[0], Iter[3299/57510]	 Loss: 0.0968	 MaxEqual: 0.7456	 LR: 0.000998
Train Epoch[0], Iter[3349/57510]	 Loss: 0.1498	 MaxEqual: 0.6018	 LR: 0.000998
Train Epoch[0], Iter[3399/57510]	 Loss: 0.1228	 MaxEqual: 0.6766	 LR: 0.000998
Train Epoch[0], Iter[3449/57510]	 Loss: 0.0994	 MaxEqual: 0.7319	 LR: 0.000998
Train Epoch[0], Iter[3499/57510]	 Loss: 0.1264	 MaxEqual: 0.6575	 LR: 0.000998
Train Epoch[0], Iter[3549/57510]	 Loss: 0.1240	 MaxEqual: 0.6795	 LR: 0.000998
Train Epoch[0], Iter[3599/57510]	 Loss: 0.1200	 MaxEqual: 0.6854	 LR: 0.000998
Train Epoch[0], Iter[3649/57510]	 Loss: 0.1194	 MaxEqual: 0.6795	 LR: 0.000998
Train Epoch[0], Iter[3699/57510]	 Loss: 0.1188	 MaxEqual: 0.6859	 LR: 0.000997
Train Epoch[0], Iter[3749/57510]	 Loss: 0.1179	 MaxEqual: 0.6879	 LR: 0.000997
Train Epoch[0], Iter[3799/57510]	 Loss: 0.0984	 MaxEqual: 0.7466	 LR: 0.000997
Train Epoch[0], Iter[3849/57510]	 Loss: 0.1426	 MaxEqual: 0.6238	 LR: 0.000997
Train Epoch[0], Iter[3899/57510]	 Loss: 0.0916	 MaxEqual: 0.7466	 LR: 0.000997
Train Epoch[0], Iter[3949/57510]	 Loss: 0.0966	 MaxEqual: 0.7334	 LR: 0.000997
Train Epoch[0], Iter[3999/57510]	 Loss: 0.1399	 MaxEqual: 0.6194	 LR: 0.000997
Train Epoch[0], Iter[4049/57510]	 Loss: 0.0978	 MaxEqual: 0.7285	 LR: 0.000997
Train Epoch[0], Iter[4099/57510]	 Loss: 0.1145	 MaxEqual: 0.6781	 LR: 0.000997
Train Epoch[0], Iter[4149/57510]	 Loss: 0.0993	 MaxEqual: 0.7363	 LR: 0.000996
Train Epoch[0], Iter[4199/57510]	 Loss: 0.0932	 MaxEqual: 0.7524	 LR: 0.000996
Train Epoch[0], Iter[4249/57510]	 Loss: 0.1160	 MaxEqual: 0.7001	 LR: 0.000996
Train Epoch[0], Iter[4299/57510]	 Loss: 0.1176	 MaxEqual: 0.6712	 LR: 0.000996
Train Epoch[0], Iter[4349/57510]	 Loss: 0.1217	 MaxEqual: 0.6727	 LR: 0.000996
